block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
56,32:18,33:39,1938.0,2019.0,1.35,Greves/Trabalho,Greves/Trabalho,Greves/Trabalho,high,True,Low speech coverage inside OCR block.,0.111,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Greves/Trabalho,Greves/Trabalho,,,pm defende que o trabalhador tem de contribuir | flexibilidade laboral | telejernal | ter 02 20 30 | telejornal | tuaal | t i | tele jornal,"Os trabalhadores da AOT para aprovaram por unanimidade à adesão à greve geral de dia 11 uma decisão que pode levar à paragem da empresa de Palmele, CJTPOGT, acusam a administra do trabalho se estar mais preocupada ou sobreocupada com os serviços mínimos. A",68,medium
57,33:39,33:42,2019.0,2022.0,0.05,Other/Unknown,Greves/Trabalho,Greves/Trabalho,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,33:30,9.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",,Greves/Trabalho,,,deixe deixe | gota e | grupo outerinho | to mais | tele jornal | ter 02 20 31 | compicorn | deixe,"Os trabalhadores da AOT para aprovaram por unanimidade à adesão à greve geral de dia 11 uma decisão que pode levar à paragem da empresa de Palmele, CJTPOGT, acusam a administra do trabalho se estar mais preocupada ou sobreocupada com os serviços mínimos. A",69,medium
58,33:42,38:03,2022.0,2283.0,4.35,Greves/Trabalho,Governo/Partidos,Greves/Trabalho,low_conflict,True,OCR and speech themes conflict.,1.0,0.23,10,late_body_ocr_change,low,,60.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,33:30,12.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high","Greves/Trabalho, Governo/Partidos, Economia/Proteção Social, Transportes/Mobilidade, Justiça/Segurança","Greves/Trabalho, Governo/Partidos, Justiça/Segurança, Abertura/Manchetes",,,tele jornal | ter 02 20 31 | greve geral | telejornal | trabalhadores da autoeuropa aderem à paralisação | espera que sejam cumpridos serviços mínimos | ministra do trabalho | ter 02 20 32,"Os trabalhadores da AOT para aprovaram por unanimidade à adesão à greve geral de dia 11 uma decisão que pode levar à paragem da empresa de Palmele, CJTPOGT, acusam a administra do trabalho se estar mais preocupada ou sobreocupada com os serviços mínimos. A ministra garante que uma possível requisição civil para a greve nunca esteve. iniciativas juntou as duas entras sindicais um dia depois da ministra do trabalho, ter dito que as pessoas estão cansadas de grevos por razões políticas. Está saindo preocupar com o greve, está saindo preocupar com a dimensão da greve, quando se devia preocupar era em retrocedido, naquilo que é esta impusição do governo e olhar para aqueles que trabalham todos os...","70, 71, 72, 73, 74, 75, 76",high
59,38:03,38:15,2283.0,2295.0,0.2,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,37:30,33.0,"theme_changed, volume_change_high",,Justiça/Segurança,,,com os melhores cumprimentos | telejornal | ter 02 20 35 | ter 02 20 36,"11 processos disciplinários a IGAI corrobora à informação e a dienta que já foi solicitado ao Ministério Público o envio de elementos do processo de inquérito crime. Quando isso acontecer, será efeito à da pondração de eventual proposta de aplicação de medidas calculares que de acordo com o regulamento da disciplina da GENI R e com o estatuto disciplinar da PSP, podem passar por apreensão do documento ao objeto, desarmamento, transferência preventiva ou até suspensão preventiva. Tudo isto",77,medium
61,39:12,39:18,2352.0,2358.0,0.1,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,Justiça/Segurança,,,ismael marcos | joana melo | repórter de imagem | jornalista | soraia ramos | editora de imagem | tele jornal | ter 02 20 37,"mais de cinco dias sem aviso às autoridades. Um dos policias é a gente da PSP, estava já debaixa há 15 meses agora também será alvo de processo disciplinar. As duas forças de segurança já tinham repudiado qualquer de respeito e violação da lei.",82,medium
62,39:18,39:24,2358.0,2364.0,0.1,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,Justiça/Segurança,,,tele jornal | ter 02 20 37 | operação marquês,"mais de cinco dias sem aviso às autoridades. Um dos policias é a gente da PSP, estava já debaixa há 15 meses agora também será alvo de processo disciplinar. As duas forças de segurança já tinham repudiado qualquer de respeito e violação da lei.",83,medium
64,41:51,41:57,2511.0,2517.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 02 20 39 | carlos matias fábio siqueniqu | editor de image | repórteres de image | jornalista s | mariana flor tiago imaginári | josé rui rodrigue,,87,medium
65,41:57,44:39,2517.0,2679.0,2.7,Eleições/Campanha,No speech,Eleições/Campanha,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Eleições/Campanha, Habitação, Governo/Partidos, Cultura",,"Luís Marques Mendes, André Ventura, Cotrim Figueiredo, Catarina Martins",,tele jornal | ter 02 20 39 | eleições presidenciais | telejornal | candidatos desejam rápida recupera | el eloões desidenciais | candidatos desejam rápida recuperação do pr | ter 02 20 40,,"88, 89",medium
66,44:39,44:42,2679.0,2682.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,45:00,21.0,"theme_changed, lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",,,,,equiv | tele jornal | ter 02 20 42,,90,medium
67,44:42,47:27,2682.0,2847.0,2.75,Eleições/Campanha,Economia/Proteção Social,Eleições/Campanha,low_conflict,True,OCR and speech themes conflict.,0.527,0.345,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,45:00,18.0,"theme_changed, lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social","Jorge Pinto, António José Seguro",,deba | tele jornal | ter 02 20 42 | debate presidenciais na rtp | telejornal | seguro faz apelo à responsabilidade da esquerda | ter 02 20 43 | jorge pinto,"Eu trouxe aqui comigo e terei todo gostei de deixar no final uma carta que lindirei assim, do quando me desfilei do Partido Socialista. As razões que aqui estão são na verdade aquelas as quais continuam a andar a resposta. Como é que o Orçamento de Estado de para-2012, quando há até deputados do Partido Socialista que cabraram a disciplina de voto para votar contra, Antórios José Surtofia andia a abstenção. Tomei aquilo que me percebeu correto, que foi a opção pela responsabilidade e pela defesa do interesse nacional. Eu acho que ainda muito água vai correr. Eu vim mesmo para ser que vai até o fim da primeira volta da nada. Eu vou até o fim, porque eu sei o que farei se for apresenta a Repúb...","91, 92, 93",high
68,47:27,47:30,2847.0,2850.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,47:00,27.0,"semantic_change_high, volume_change_high, gap_high",,,,,tele jornal | ter 02 20 45 | debate amanhã na rtp,"Eu acho que ainda muito água vai correr. Eu vim mesmo para ser que vai até o fim da primeira volta da nada. Eu vou até o fim, porque eu sei o que farei se for apresenta a República. Eu convenci de que chego a segunda volta, mas naturalmente que a dão de haver se mereço de responsabilidade. O debate que começou a recordar o curto tempo em que estiveram do mesmo lado acabou com a garantia de que não são o adversário um do outro.",94,medium
69,47:30,48:06,2850.0,2886.0,0.6,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,47:00,30.0,"semantic_change_high, volume_change_high, gap_high",Internacional,,"Luís Marques Mendes, António José Seguro",,debate amanhã na rtp | tele jornal | ter 02 20 45 | luís marques mendes e antónio josé seguro às 21h | telejornal | decte cliínia | peste suína em espanha | venda de carros,,95,medium
