block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
48,59:27,59:42,3567.0,3582.0,0.25,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,2,weak_candidate_no_persistence,low,59:39,12.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,59:00,27.0,"new_theme_after_unknown, lexical_change_high",,"Economia/Proteção Social, Justiça/Segurança, Desporto",,,20 53 | exclusivo | no 400 20075 no 20175 | name and post office address of the party named in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in column 2 in col | 20 54 | tvi 20 54,"cobrar impostos de forma ilegal e com Lativa argumenta os advogados para o infinito e mais além. No outro lado, os investigadores da opração picouas ouviram muitas desmunhas, várias relatam negócios feitos com a intermediação do amigo do fundador da Altice, um empresário e o Ministério Público, além de entender indícios de instrução. A Sábio Seg não é uma empresa qualquer, é uma das maiores corretoras de seguros em Portugal e já patrocinou a segunda liga de futebol. O Ministério Público admitem mesmo que podem ter assistido crimes de extorsão contra vários empresários. O pagavam as comissões, ou ficavam sem negócio com uma dona da mel. Osepoend ficou com",55,medium
49,59:42,59:57,3582.0,3597.0,0.25,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,weak_candidate_no_persistence,low,59:48,6.0,3,"new_body_terms, lexical_shift_from_baseline",True,59:00,42.0,"new_theme_after_unknown, lexical_change_high",,"Justiça/Segurança, Desporto",,,20 54 | segl | sabseg | pagam comissão ou perdem negócios | exclusivo | operação picoas | portugal | ortugal,"A Sábio Seg não é uma empresa qualquer, é uma das maiores corretoras de seguros em Portugal e já patrocinou a segunda liga de futebol. O Ministério Público admitem mesmo que podem ter assistido crimes de extorsão contra vários empresários. O pagavam as comissões, ou ficavam sem negócio com uma dona da mel. Osepoend ficou com",56,medium
50,59:57,01:00:00,3597.0,3600.0,0.05,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,"Justiça/Segurança, Desporto",,,20 54 | exclusivo | 14788 | description of the party named in | names of taxable party of taxable party | the second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second second s,"A Sábio Seg não é uma empresa qualquer, é uma das maiores corretoras de seguros em Portugal e já patrocinou a segunda liga de futebol. O Ministério Público admitem mesmo que podem ter assistido crimes de extorsão contra vários empresários. O pagavam as comissões, ou ficavam sem negócio com uma dona da mel. Osepoend ficou com",57,medium
51,01:00:00,01:00:51,3600.0,3651.0,0.85,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.588,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,20 54 | exclusivo | tvi 20 54 | antónio josé vilela sandra felgueiras jornalistas | miguel freitas editor de imagem | 20 55 | tvi 20 55,"a convicção de que eram essas três pessoas que condicionavam as decisões a produzir na altice, em sede de seguros e que bastaria um telefonema do Hernani, para que os seguros fossem retirados a a Sape Sega, porque voltou a ser procurado uma solução no sentido da utilização de um dia-dor de seguros a quem fosse empagas às comissões.",58,medium
52,01:00:51,01:01:57,3651.0,3717.0,1.1,Transportes/Mobilidade,Economia/Proteção Social,Transportes/Mobilidade,low_conflict,True,OCR and speech themes conflict.,0.864,0.526,2,candidate_detected,medium,01:01:15,24.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,01:01:00,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high","Transportes/Mobilidade, Cultura, Economia/Proteção Social, Governo/Partidos","Economia/Proteção Social, Justiça/Segurança, Transportes/Mobilidade",Henrique Gouveia e Melo,,tvi perigo na autoestrada | perigo na autoestrada | tvi 20 55 | 20 55 | nacional | jornal nacional | motoristas conduzem expressos nos dias de descanso | tv i 20 55,"A violação dos tempos de descansso obrigatório é um modo de vida para desenas de profissionais do volante da carriz, empresas de transportes da Câmara de Lisboa e, sobretudo, da STCP que pertence a seis municípios do grande porto. Os passageiros não sabem, mas pagam ambilhete para embarcar reguaremente em bombas relógio sobre rodas ao tocar os do longo curso que ligam às principais cidades do país. Uma investigação do jornal nascer do Sol, esta sexta-feira nas","59, 60, 61",high
53,01:01:57,01:02:00,3717.0,3720.0,0.05,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:01:30,27.0,"theme_changed, lexical_change_high",Justiça/Segurança,"Justiça/Segurança, Transportes/Mobilidade",,,conduzem sem dormir | 20 56 | en engert e | há locais | isboa | iá não tem | latra | m munique,"de transportes da Câmara de Lisboa e, sobretudo, da STCP que pertence a seis municípios do grande porto. Os passageiros não sabem, mas pagam ambilhete para embarcar reguaremente em bombas relógio sobre rodas ao tocar os do longo curso que ligam às principais cidades do país. Uma investigação do jornal nascer do Sol, esta sexta-feira nas",62,medium
54,01:02:00,01:02:54,3720.0,3774.0,0.9,Economia/Proteção Social,Transportes/Mobilidade,Economia/Proteção Social,low_conflict,True,OCR and speech themes conflict.,1.0,0.556,2,late_body_ocr_change,low,,48.0,3,"new_body_terms, lexical_shift_from_baseline",True,01:01:30,30.0,"theme_changed, lexical_change_high","Economia/Proteção Social, Internacional, Transportes/Mobilidade","Transportes/Mobilidade, Economia/Proteção Social",,,conduzem sem dormir | dias de descanso | trabalham nos | 20 56 | ater o excesso de | pôs medidas tec | stas de pesados | de camiões do lixo,"bancas revela que o problema foi denunciado em 2023 pela redespreços do grupo barracairo sem quaisquer resultados práticos. STCP e carriz levavam a mão de responsabilidades. A autoridade nacional para as condições do trabalho invoca confidência ilidade para revelar que ter instalado nos últimos anos apenas cinco processos. O Instituto da Mobilidade e dos Transportes nem sequer respondeu as perguntas que lhe foram dirigidas. A Flickspus, a empresa Alomã que relucionou o mercado, garante boas práticas, acentes nos contratos de 15 micro e pequenas empresas subcontratadas e dos contratos destas com os motoristas.","63, 64",high
55,01:02:54,01:04:12,3774.0,3852.0,1.3,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.; Low speech coverage inside OCR block.,0.077,1.0,1,weak_candidate_no_persistence,low,01:03:09,15.0,2,"body_ocr_volume_jump, body_zone_changed",True,01:02:30,24.0,"theme_changed, lexical_change_high",,Economia/Proteção Social,,,0 754 | tvi 20 57 | a segu | não dormir bem tem consequências graves | 20 57 | jornal nacional | a televisão feita por si | 1 s,"sequer respondeu as perguntas que lhe foram dirigidas. A Flickspus, a empresa Alomã que relucionou o mercado, garante boas práticas, acentes nos contratos de 15 micro e pequenas empresas subcontratadas e dos contratos destas com os motoristas.",65,medium
57,01:06:27,01:06:39,3987.0,3999.0,0.2,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:06:30,3.0,"lexical_change_high, volume_change_high",,,,,tvi 21 16 | 21 16 | jornal nacional | maria marujo i jornalista | david luz i repórter de imagem | joão pedro ferreira i editor de imagem,"A los anos de perseguido não tira, porque se o seu dormir mal, não estraga também. Portanto, o meu não tira, mas preocupa muito, começamos a vida muito cero. E acabamos muito tarde. Portanto, quer que fica reduzida ou sou o nome de anel, não? Nós temos genos relógio, que são regienos, que só funcionam em períodos de 24 horas. E tudo no nosso corpo, tanto se está se incronizado pelo dia e pela noite, o que o cliente não fazia isso, é uma coisa completamente esperantrada. O sonho é bom, considero e o melhor conselho para quase todos os malos.",67,medium
59,01:12:18,01:14:21,4338.0,4461.0,2.05,Other/Unknown,Educação,Educação,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.585,0.417,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,Educação,,,tvi 21 22 | o poder do beijo | 21 22 | jornal nacional | tvi | estudo sugere que surgiu há mais de 21 milhões de anos | 1 22 | estudo sugere que surgiu há mais de 21 milhões de ano,"o amor. Mas está longe de ser exclusivo dos humanos. O que não sabíamos e foi revelado agora por um estudo de Nestle de Geográfico, é que o beijo já era uma troca de carinho entre os Jantisímios, há, imaginaem, 21 milhões de anos. Por esta altura, deverá estar a questionar-se sobre o porquê de ver estas imagens de uma peça. A resposta é simples o estudo recente publicado na National Geographic, diz que beijar na boca não é um gesto exclusivo dos humanos, nem é uma invenção dos tempos modernos, tracomçado a mais de 21 mil e uns dianos precisamente entre os grandes címios como gorilares e chimpanzes. Não sou sobre a humana, mas também muitas espécies, e, mal também, já fez isso. Para, claro, p...",69,medium
60,01:14:21,01:15:30,4461.0,4530.0,1.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 24 | 21 24 | jornal nacional | 1 vi 21 24 | tvi 21 25 | 21 25 | tital | 1 vi 21 25,,70,medium
61,01:15:30,01:15:51,4530.0,4551.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,01:15:48,18.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",False,,,,,,,,tvi 21 25 | joan street martins | diretor fotografia pedro furtado | cenografia catarina amaro | 21 25 | jornal nacional | chefe redação pedro pinheiro | edição joão guilherme ferreira,,71,medium
62,01:15:51,01:15:57,4551.0,4557.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,dip | dip lb | qllp | lp ql | ql lp | dup | dilp lb | dilp,,72,medium
